market,category,split,array_index,history_start,origin_week,forecast_origin,target_start,target_end,dataset_version,dataset_status
JP,accommodation_staycation,train,185,2018-07-15,2019-07-07,2019-07-14 00:00:00+00:00,2019-07-14,2019-09-29,demand-v2-provisional,provisional
JP,accommodation_staycation,train,186,2018-07-22,2019-07-14,2019-07-21 00:00:00+00:00,2019-07-21,2019-10-06,demand-v2-provisional,provisional
JP,accommodation_staycation,train,187,2018-07-29,2019-07-21,2019-07-28 00:00:00+00:00,2019-07-28,2019-10-13,demand-v2-provisional,provisional
JP,accommodation_staycation,train,188,2018-08-05,2019-07-28,2019-08-04 00:00:00+00:00,2019-08-04,2019-10-20,demand-v2-provisional,provisional
JP,accommodation_staycation,train,189,2018-08-12,2019-08-04,2019-08-11 00:00:00+00:00,2019-08-11,2019-10-27,demand-v2-provisional,provisional
JP,accommodation_staycation,train,190,2018-08-19,2019-08-11,2019-08-18 00:00:00+00:00,2019-08-18,2019-11-03,demand-v2-provisional,provisional
JP,accommodation_staycation,train,191,2018-08-26,2019-08-18,2019-08-25 00:00:00+00:00,2019-08-25,2019-11-10,demand-v2-provisional,provisional
JP,accommodation_staycation,train,192,2018-09-02,2019-08-25,2019-09-01 00:00:00+00:00,2019-09-01,2019-11-17,demand-v2-provisional,provisional
JP,accommodation_staycation,train,193,2018-09-09,2019-09-01,2019-09-08 00:00:00+00:00,2019-09-08,2019-11-24,demand-v2-provisional,provisional
JP,accommodation_staycation,train,194,2018-09-16,2019-09-08,2019-09-15 00:00:00+00:00,2019-09-15,2019-12-01,demand-v2-provisional,provisional
JP,accommodation_staycation,train,195,2018-09-23,2019-09-15,2019-09-22 00:00:00+00:00,2019-09-22,2019-12-08,demand-v2-provisional,provisional
JP,accommodation_staycation,train,196,2018-09-30,2019-09-22,2019-09-29 00:00:00+00:00,2019-09-29,2019-12-15,demand-v2-provisional,provisional
JP,accommodation_staycation,train,197,2018-10-07,2019-09-29,2019-10-06 00:00:00+00:00,2019-10-06,2019-12-22,demand-v2-provisional,provisional
JP,accommodation_staycation,train,198,2023-01-01,2023-12-24,2023-12-31 00:00:00+00:00,2023-12-31,2024-03-17,demand-v2-provisional,provisional
JP,accommodation_staycation,train,199,2023-01-08,2023-12-31,2024-01-07 00:00:00+00:00,2024-01-07,2024-03-24,demand-v2-provisional,provisional
JP,accommodation_staycation,train,200,2023-01-15,2024-01-07,2024-01-14 00:00:00+00:00,2024-01-14,2024-03-31,demand-v2-provisional,provisional
JP,accommodation_staycation,train,201,2023-01-22,2024-01-14,2024-01-21 00:00:00+00:00,2024-01-21,2024-04-07,demand-v2-provisional,provisional
JP,accommodation_staycation,train,202,2023-01-29,2024-01-21,2024-01-28 00:00:00+00:00,2024-01-28,2024-04-14,demand-v2-provisional,provisional
JP,accommodation_staycation,train,203,2023-02-05,2024-01-28,2024-02-04 00:00:00+00:00,2024-02-04,2024-04-21,demand-v2-provisional,provisional
JP,accommodation_staycation,train,204,2023-02-12,2024-02-04,2024-02-11 00:00:00+00:00,2024-02-11,2024-04-28,demand-v2-provisional,provisional
JP,accommodation_staycation,train,205,2023-02-19,2024-02-11,2024-02-18 00:00:00+00:00,2024-02-18,2024-05-05,demand-v2-provisional,provisional
JP,accommodation_staycation,train,206,2023-02-26,2024-02-18,2024-02-25 00:00:00+00:00,2024-02-25,2024-05-12,demand-v2-provisional,provisional
JP,accommodation_staycation,train,207,2023-03-05,2024-02-25,2024-03-03 00:00:00+00:00,2024-03-03,2024-05-19,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,0,2023-05-28,2024-05-19,2024-05-26 00:00:00+00:00,2024-05-26,2024-08-11,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,1,2023-06-04,2024-05-26,2024-06-02 00:00:00+00:00,2024-06-02,2024-08-18,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,2,2023-06-11,2024-06-02,2024-06-09 00:00:00+00:00,2024-06-09,2024-08-25,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,3,2023-06-18,2024-06-09,2024-06-16 00:00:00+00:00,2024-06-16,2024-09-01,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,4,2023-06-25,2024-06-16,2024-06-23 00:00:00+00:00,2024-06-23,2024-09-08,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,5,2023-07-02,2024-06-23,2024-06-30 00:00:00+00:00,2024-06-30,2024-09-15,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,6,2023-07-09,2024-06-30,2024-07-07 00:00:00+00:00,2024-07-07,2024-09-22,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,7,2023-07-16,2024-07-07,2024-07-14 00:00:00+00:00,2024-07-14,2024-09-29,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,8,2023-07-23,2024-07-14,2024-07-21 00:00:00+00:00,2024-07-21,2024-10-06,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,9,2023-07-30,2024-07-21,2024-07-28 00:00:00+00:00,2024-07-28,2024-10-13,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,10,2023-08-06,2024-07-28,2024-08-04 00:00:00+00:00,2024-08-04,2024-10-20,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,11,2023-08-13,2024-08-04,2024-08-11 00:00:00+00:00,2024-08-11,2024-10-27,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,12,2023-08-20,2024-08-11,2024-08-18 00:00:00+00:00,2024-08-18,2024-11-03,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,13,2023-08-27,2024-08-18,2024-08-25 00:00:00+00:00,2024-08-25,2024-11-10,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,14,2023-09-03,2024-08-25,2024-09-01 00:00:00+00:00,2024-09-01,2024-11-17,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,15,2023-09-10,2024-09-01,2024-09-08 00:00:00+00:00,2024-09-08,2024-11-24,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,16,2023-09-17,2024-09-08,2024-09-15 00:00:00+00:00,2024-09-15,2024-12-01,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,17,2023-09-24,2024-09-15,2024-09-22 00:00:00+00:00,2024-09-22,2024-12-08,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,18,2023-10-01,2024-09-22,2024-09-29 00:00:00+00:00,2024-09-29,2024-12-15,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,19,2023-10-08,2024-09-29,2024-10-06 00:00:00+00:00,2024-10-06,2024-12-22,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,20,2023-10-15,2024-10-06,2024-10-13 00:00:00+00:00,2024-10-13,2024-12-29,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,21,2023-10-22,2024-10-13,2024-10-20 00:00:00+00:00,2024-10-20,2025-01-05,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,22,2023-10-29,2024-10-20,2024-10-27 00:00:00+00:00,2024-10-27,2025-01-12,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,23,2023-11-05,2024-10-27,2024-11-03 00:00:00+00:00,2024-11-03,2025-01-19,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,24,2023-11-12,2024-11-03,2024-11-10 00:00:00+00:00,2024-11-10,2025-01-26,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,25,2023-11-19,2024-11-10,2024-11-17 00:00:00+00:00,2024-11-17,2025-02-02,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,26,2023-11-26,2024-11-17,2024-11-24 00:00:00+00:00,2024-11-24,2025-02-09,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,27,2023-12-03,2024-11-24,2024-12-01 00:00:00+00:00,2024-12-01,2025-02-16,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,28,2023-12-10,2024-12-01,2024-12-08 00:00:00+00:00,2024-12-08,2025-02-23,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,29,2023-12-17,2024-12-08,2024-12-15 00:00:00+00:00,2024-12-15,2025-03-02,demand-v2-provisional,provisional
JP,accommodation_staycation,validation,30,2023-12-24,2024-12-15,2024-12-22 00:00:00+00:00,2024-12-22,2025-03-09,demand-v2-provisional,provisional
JP,accommodation_staycation,test,0,2024-03-17,2025-03-09,2025-03-16 00:00:00+00:00,2025-03-16,2025-06-01,demand-v2-provisional,provisional
JP,accommodation_staycation,test,1,2024-03-24,2025-03-16,2025-03-23 00:00:00+00:00,2025-03-23,2025-06-08,demand-v2-provisional,provisional
JP,accommodation_staycation,test,2,2024-03-31,2025-03-23,2025-03-30 00:00:00+00:00,2025-03-30,2025-06-15,demand-v2-provisional,provisional
JP,accommodation_staycation,test,3,2024-04-07,2025-03-30,2025-04-06 00:00:00+00:00,2025-04-06,2025-06-22,demand-v2-provisional,provisional
JP,accommodation_staycation,test,4,2024-04-14,2025-04-06,2025-04-13 00:00:00+00:00,2025-04-13,2025-06-29,demand-v2-provisional,provisional
JP,accommodation_staycation,test,5,2024-04-21,2025-04-13,2025-04-20 00:00:00+00:00,2025-04-20,2025-07-06,demand-v2-provisional,provisional
JP,accommodation_staycation,test,6,2024-04-28,2025-04-20,2025-04-27 00:00:00+00:00,2025-04-27,2025-07-13,demand-v2-provisional,provisional
JP,accommodation_staycation,test,7,2024-05-05,2025-04-27,2025-05-04 00:00:00+00:00,2025-05-04,2025-07-20,demand-v2-provisional,provisional
JP,accommodation_staycation,test,8,2024-05-12,2025-05-04,2025-05-11 00:00:00+00:00,2025-05-11,2025-07-27,demand-v2-provisional,provisional
JP,accommodation_staycation,test,9,2024-05-19,2025-05-11,2025-05-18 00:00:00+00:00,2025-05-18,2025-08-03,demand-v2-provisional,provisional
JP,accommodation_staycation,test,10,2024-05-26,2025-05-18,2025-05-25 00:00:00+00:00,2025-05-25,2025-08-10,demand-v2-provisional,provisional
JP,accommodation_staycation,test,11,2024-06-02,2025-05-25,2025-06-01 00:00:00+00:00,2025-06-01,2025-08-17,demand-v2-provisional,provisional
JP,accommodation_staycation,test,12,2024-06-09,2025-06-01,2025-06-08 00:00:00+00:00,2025-06-08,2025-08-24,demand-v2-provisional,provisional
JP,accommodation_staycation,test,13,2024-06-16,2025-06-08,2025-06-15 00:00:00+00:00,2025-06-15,2025-08-31,demand-v2-provisional,provisional
JP,accommodation_staycation,test,14,2024-06-23,2025-06-15,2025-06-22 00:00:00+00:00,2025-06-22,2025-09-07,demand-v2-provisional,provisional
JP,accommodation_staycation,test,15,2024-06-30,2025-06-22,2025-06-29 00:00:00+00:00,2025-06-29,2025-09-14,demand-v2-provisional,provisional
JP,accommodation_staycation,test,16,2024-07-07,2025-06-29,2025-07-06 00:00:00+00:00,2025-07-06,2025-09-21,demand-v2-provisional,provisional
JP,accommodation_staycation,test,17,2024-07-14,2025-07-06,2025-07-13 00:00:00+00:00,2025-07-13,2025-09-28,demand-v2-provisional,provisional
JP,accommodation_staycation,test,18,2024-07-21,2025-07-13,2025-07-20 00:00:00+00:00,2025-07-20,2025-10-05,demand-v2-provisional,provisional
JP,accommodation_staycation,test,19,2024-07-28,2025-07-20,2025-07-27 00:00:00+00:00,2025-07-27,2025-10-12,demand-v2-provisional,provisional
JP,accommodation_staycation,test,20,2024-08-04,2025-07-27,2025-08-03 00:00:00+00:00,2025-08-03,2025-10-19,demand-v2-provisional,provisional
JP,accommodation_staycation,test,21,2024-08-11,2025-08-03,2025-08-10 00:00:00+00:00,2025-08-10,2025-10-26,demand-v2-provisional,provisional
JP,accommodation_staycation,test,22,2024-08-18,2025-08-10,2025-08-17 00:00:00+00:00,2025-08-17,2025-11-02,demand-v2-provisional,provisional
JP,accommodation_staycation,test,23,2024-08-25,2025-08-17,2025-08-24 00:00:00+00:00,2025-08-24,2025-11-09,demand-v2-provisional,provisional
JP,accommodation_staycation,test,24,2024-09-01,2025-08-24,2025-08-31 00:00:00+00:00,2025-08-31,2025-11-16,demand-v2-provisional,provisional
JP,accommodation_staycation,test,25,2024-09-08,2025-08-31,2025-09-07 00:00:00+00:00,2025-09-07,2025-11-23,demand-v2-provisional,provisional
JP,accommodation_staycation,test,26,2024-09-15,2025-09-07,2025-09-14 00:00:00+00:00,2025-09-14,2025-11-30,demand-v2-provisional,provisional
JP,accommodation_staycation,test,27,2024-09-22,2025-09-14,2025-09-21 00:00:00+00:00,2025-09-21,2025-12-07,demand-v2-provisional,provisional
JP,accommodation_staycation,test,28,2024-09-29,2025-09-21,2025-09-28 00:00:00+00:00,2025-09-28,2025-12-14,demand-v2-provisional,provisional
JP,accommodation_staycation,test,29,2024-10-06,2025-09-28,2025-10-05 00:00:00+00:00,2025-10-05,2025-12-21,demand-v2-provisional,provisional
JP,accommodation_staycation,test,30,2024-10-13,2025-10-05,2025-10-12 00:00:00+00:00,2025-10-12,2025-12-28,demand-v2-provisional,provisional
JP,adventure_nature,train,208,2014-12-28,2015-12-20,2015-12-27 00:00:00+00:00,2015-12-27,2016-03-13,demand-v2-provisional,provisional
JP,adventure_nature,train,209,2015-01-04,2015-12-27,2016-01-03 00:00:00+00:00,2016-01-03,2016-03-20,demand-v2-provisional,provisional
JP,adventure_nature,train,210,2015-01-11,2016-01-03,2016-01-10 00:00:00+00:00,2016-01-10,2016-03-27,demand-v2-provisional,provisional
JP,adventure_nature,train,211,2015-01-18,2016-01-10,2016-01-17 00:00:00+00:00,2016-01-17,2016-04-03,demand-v2-provisional,provisional
JP,adventure_nature,train,212,2015-01-25,2016-01-17,2016-01-24 00:00:00+00:00,2016-01-24,2016-04-10,demand-v2-provisional,provisional
JP,adventure_nature,train,213,2015-02-01,2016-01-24,2016-01-31 00:00:00+00:00,2016-01-31,2016-04-17,demand-v2-provisional,provisional
JP,adventure_nature,train,214,2015-02-08,2016-01-31,2016-02-07 00:00:00+00:00,2016-02-07,2016-04-24,demand-v2-provisional,provisional
JP,adventure_nature,train,215,2015-02-15,2016-02-07,2016-02-14 00:00:00+00:00,2016-02-14,2016-05-01,demand-v2-provisional,provisional
JP,adventure_nature,train,216,2015-02-22,2016-02-14,2016-02-21 00:00:00+00:00,2016-02-21,2016-05-08,demand-v2-provisional,provisional
JP,adventure_nature,train,217,2015-03-01,2016-02-21,2016-02-28 00:00:00+00:00,2016-02-28,2016-05-15,demand-v2-provisional,provisional
JP,adventure_nature,train,218,2015-03-08,2016-02-28,2016-03-06 00:00:00+00:00,2016-03-06,2016-05-22,demand-v2-provisional,provisional
JP,adventure_nature,train,219,2015-03-15,2016-03-06,2016-03-13 00:00:00+00:00,2016-03-13,2016-05-29,demand-v2-provisional,provisional
JP,adventure_nature,train,220,2015-03-22,2016-03-13,2016-03-20 00:00:00+00:00,2016-03-20,2016-06-05,demand-v2-provisional,provisional
JP,adventure_nature,train,221,2015-03-29,2016-03-20,2016-03-27 00:00:00+00:00,2016-03-27,2016-06-12,demand-v2-provisional,provisional
JP,adventure_nature,train,222,2015-04-05,2016-03-27,2016-04-03 00:00:00+00:00,2016-04-03,2016-06-19,demand-v2-provisional,provisional
JP,adventure_nature,train,223,2015-04-12,2016-04-03,2016-04-10 00:00:00+00:00,2016-04-10,2016-06-26,demand-v2-provisional,provisional
JP,adventure_nature,train,224,2015-04-19,2016-04-10,2016-04-17 00:00:00+00:00,2016-04-17,2016-07-03,demand-v2-provisional,provisional
JP,adventure_nature,train,225,2015-04-26,2016-04-17,2016-04-24 00:00:00+00:00,2016-04-24,2016-07-10,demand-v2-provisional,provisional
JP,adventure_nature,train,226,2015-05-03,2016-04-24,2016-05-01 00:00:00+00:00,2016-05-01,2016-07-17,demand-v2-provisional,provisional
JP,adventure_nature,train,227,2015-05-10,2016-05-01,2016-05-08 00:00:00+00:00,2016-05-08,2016-07-24,demand-v2-provisional,provisional
JP,adventure_nature,train,228,2015-05-17,2016-05-08,2016-05-15 00:00:00+00:00,2016-05-15,2016-07-31,demand-v2-provisional,provisional
JP,adventure_nature,train,229,2015-05-24,2016-05-15,2016-05-22 00:00:00+00:00,2016-05-22,2016-08-07,demand-v2-provisional,provisional
JP,adventure_nature,train,230,2015-05-31,2016-05-22,2016-05-29 00:00:00+00:00,2016-05-29,2016-08-14,demand-v2-provisional,provisional
JP,adventure_nature,train,231,2015-06-07,2016-05-29,2016-06-05 00:00:00+00:00,2016-06-05,2016-08-21,demand-v2-provisional,provisional
JP,adventure_nature,train,232,2015-06-14,2016-06-05,2016-06-12 00:00:00+00:00,2016-06-12,2016-08-28,demand-v2-provisional,provisional
JP,adventure_nature,train,233,2015-06-21,2016-06-12,2016-06-19 00:00:00+00:00,2016-06-19,2016-09-04,demand-v2-provisional,provisional
JP,adventure_nature,train,234,2015-06-28,2016-06-19,2016-06-26 00:00:00+00:00,2016-06-26,2016-09-11,demand-v2-provisional,provisional
JP,adventure_nature,train,235,2015-07-05,2016-06-26,2016-07-03 00:00:00+00:00,2016-07-03,2016-09-18,demand-v2-provisional,provisional
JP,adventure_nature,train,236,2015-07-12,2016-07-03,2016-07-10 00:00:00+00:00,2016-07-10,2016-09-25,demand-v2-provisional,provisional
JP,adventure_nature,train,237,2015-07-19,2016-07-10,2016-07-17 00:00:00+00:00,2016-07-17,2016-10-02,demand-v2-provisional,provisional
JP,adventure_nature,train,238,2015-07-26,2016-07-17,2016-07-24 00:00:00+00:00,2016-07-24,2016-10-09,demand-v2-provisional,provisional
JP,adventure_nature,train,239,2015-08-02,2016-07-24,2016-07-31 00:00:00+00:00,2016-07-31,2016-10-16,demand-v2-provisional,provisional
JP,adventure_nature,train,240,2015-08-09,2016-07-31,2016-08-07 00:00:00+00:00,2016-08-07,2016-10-23,demand-v2-provisional,provisional
JP,adventure_nature,train,241,2015-08-16,2016-08-07,2016-08-14 00:00:00+00:00,2016-08-14,2016-10-30,demand-v2-provisional,provisional
JP,adventure_nature,train,242,2015-08-23,2016-08-14,2016-08-21 00:00:00+00:00,2016-08-21,2016-11-06,demand-v2-provisional,provisional
JP,adventure_nature,train,243,2015-08-30,2016-08-21,2016-08-28 00:00:00+00:00,2016-08-28,2016-11-13,demand-v2-provisional,provisional
JP,adventure_nature,train,244,2015-09-06,2016-08-28,2016-09-04 00:00:00+00:00,2016-09-04,2016-11-20,demand-v2-provisional,provisional
JP,adventure_nature,train,245,2015-09-13,2016-09-04,2016-09-11 00:00:00+00:00,2016-09-11,2016-11-27,demand-v2-provisional,provisional
JP,adventure_nature,train,246,2015-09-20,2016-09-11,2016-09-18 00:00:00+00:00,2016-09-18,2016-12-04,demand-v2-provisional,provisional
JP,adventure_nature,train,247,2015-09-27,2016-09-18,2016-09-25 00:00:00+00:00,2016-09-25,2016-12-11,demand-v2-provisional,provisional
JP,adventure_nature,train,248,2015-10-04,2016-09-25,2016-10-02 00:00:00+00:00,2016-10-02,2016-12-18,demand-v2-provisional,provisional
JP,adventure_nature,train,249,2015-10-11,2016-10-02,2016-10-09 00:00:00+00:00,2016-10-09,2016-12-25,demand-v2-provisional,provisional
JP,adventure_nature,train,250,2015-10-18,2016-10-09,2016-10-16 00:00:00+00:00,2016-10-16,2017-01-01,demand-v2-provisional,provisional
JP,adventure_nature,train,251,2015-10-25,2016-10-16,2016-10-23 00:00:00+00:00,2016-10-23,2017-01-08,demand-v2-provisional,provisional
JP,adventure_nature,train,252,2015-11-01,2016-10-23,2016-10-30 00:00:00+00:00,2016-10-30,2017-01-15,demand-v2-provisional,provisional
JP,adventure_nature,train,253,2015-11-08,2016-10-30,2016-11-06 00:00:00+00:00,2016-11-06,2017-01-22,demand-v2-provisional,provisional
JP,adventure_nature,train,254,2015-11-15,2016-11-06,2016-11-13 00:00:00+00:00,2016-11-13,2017-01-29,demand-v2-provisional,provisional
